     read       raw corrected
       id    length    length
--------- --------- ---------
     7346      2566      2442
     7347      2703      2703
     7349     14208     12751
     7350      5138      4773
     7351      3535      3349
     7352      2779      2779
     7354     19793     19149
     7355     18839     17725
     7356      9506      9325
     7357     15751     15267
     7358      3257      3055
     7359      8615      8615
     7360      4260      4076
     7361     21083     22642
     7362     16210     15201
     7363      3869      3486
     7364     17224     16265
     7365     20604     19996
     7366     14252     14167
     7367     21393     20445
     7368      3992      3835
     7369      3943      3716
     7370      1512      1409
     7371     12530     12386
     7372     18007     15876
     7373      1962      1890
     7374     16083     15049
     7375     16181     15684
     7376      7803      7541
     7377      4354      3845
     7378     15403     14633
     7379      4396      4496
     7380     26609     25019
     7382     10965     10038
     7383      4712      4071
     7384      7325      7069
     7385      7732      7696
     7386      2784      2588
     7387     14222     13448
     7388     21571     20132
     7389     12782     12086
     7390      7865      7426
     7391     13881     12898
     7392     10264      9025
     7393     17320     16622
     7394     19942     18369
     7395      7899      7475
     7396      4816      4499
     7397      9377      8844
     7398      5251      4944
     7399      9646      9522
     7400     11230     10284
     7401      3460      3327
     7402     11444     11168
     7403     18822     18037
     7404      3897      3428
     7405      8955      8563
     7406      2036      1905
     7407     17314     17314
     7408      2086      1889
     7409      1121      1121
     7410      5374      4794
     7411     10627      9811
     7412      1766      1631
     7413      2482      2275
     7414     14717     14652
     7415     10749      7264
     7416     19707     19965
     7417      1457      1457
     7418      6163      5622
     7419     13571     12404
     7420      5693      5246
     7421     15478     14106
     7422     20157     19612
     7423      4046      4100
     7424      1060       997
     7425      1917      1871
     7426      1924      1869
     7427      1894      1866
     7428     23828     23169
     7429      6768      6684
     7430      8469      8469
     7431      5871      5497
     7432     17125     16721
     7433     29920     28445
     7434     23111     21867
     7435      4936      4979
     7436      1558      1621
     7437     19483     17679
     7438      2184      2054
     7439     18631     17330
     7440      9918      9821
     7441     12016     12158
     7442      6201      5926
     7443      9956      9395
     7444      1087      1087
     7445      2850      2744
     7446      3454      3296
     7447     28230     28230
     7448     17548     16925
     7449     13808     13478
     7450      1762      1667
     7452      7710      7000
     7453      4696      4192
     7454      2627      2627
     7455      7914      7732
     7456     23411     22763
     7457      2426      2199
     7458     17297     16355
     7459     17030     14840
     7460     20861     20313
     7461     21373     20454
     7462      2272      2205
     7463     15128     13358
     7464      2085      2023
     7465     10635     10074
     7466      7238      6872
     7467     24314     22144
     7468     20965     19012
     7469      8998      8712
     7470      4962      4554
     7471     12471     11962
     7472      3630      3542
     7473      1582      1513
     7474     14519     14309
     7475      5748      5372
     7476     18626     17517
     7477      8467      8136
     7478     19116     18165
     7479     10755     10044
     7480      6205      6116
     7481      4759      4783
     7482     12470     11858
     7483      8756      8380
     7484     19595     20256
     7485      3252      3335
     7486      2446      2357
     7487      1513      1490
     7488     11393     11680
     7489      2481      2135
     7490     11747     11094
     7491      6197      5639
     7492     12377     11215
     7493     15662     14852
     7494      6605      6373
     7495      3994      3863
     7496      2905      2790
     7497     12763     12236
     7498     16606     16379
     7499      7541      7090
     7500      1808      1656
     7501     20335     19258
     7503      3173      3140
     7504      3255      3142
     7505      3199      3145
     7506      3181      3142
     7507      4478      4349
     7508      5189      4524
     7509      4842      4767
     7510     19066     18545
     7511     10682     10370
     7512     20346     18142
     7513     18447     17746
     7514     15265     15291
     7515      5651      5507
     7516      5670      5512
     7517      3486      3513
     7518      4827      4435
     7519     13756     12997
     7521      6585      6585
     7522      9590      9050
     7523      1731      1717
     7524      1686      1724
     7525      1505      1589
     7526      1547      1621
     7527      1356      1356
     7528      8679      7907
     7529     15795     14460
     7530     10733     10155
     7531     12069     11746
     7532      9405      8541
     7533      2109      1898
     7534      7132      6736
     7535     10666     10873
     7536      8745      8431
     7537     12374     10996
     7538      5436      5327
     7539      6467      6133
     7540      1678      1590
     7541     11932     11414
     7542     19556     19215
     7543     21905     18277
     7544      6316      5419
     7545     10775      9861
     7546     25069     24451
     7547     20396     19437
     7548      5570      5262
     7549      3263      3016
     7550      2273      2149
     7551     17537     12111
     7552      3067      3067
     7553      5329      4812
     7554     18844     19238
     7555      4271      4100
     7556      5866      5020
     7557     13876     13137
     7558      1672      1613
     7559     18750     17270
     7560     12741     11892
     7561      5528      5377
     7562     40437     39214
     7563      2697      2599
     7564      2680      2594
     7565      8349      7899
     7566      5573      5458
     7567      2927      2568
     7568      5288      4638
     7569      3670      3107
     7570      3810      3810
     7571      5347      4840
     7572     17752     16583
     7573     29087     29087
     7574      2693      2502
     7575      2635      2497
     7576      1673      1610
     7577      4917      4686
     7578      5381      4992
     7579     23320     22543
     7580     10097      9794
     7581      2807      2496
     7583      7705      7475
     7584      4985      4213
     7585      7859      7828
     7586      3431      3348
     7587     13936     13855
     7588      8890      8849
     7589      2908      2874
     7590      7503      7503
     7591     14696     13728
     7592      7489      6899
     7593      5095      4912
     7594     17580     17931
     7595     19086     18087
     7596      6818      6618
     7597      4103      4136
     7598      4406      4229
     7599     11732     11516
     7600      8459      7508
     7602     11813     11064
     7603     12030     10580
     7604      8046      6681
     7605      1294      1259
     7606     16690     15571
     7607      9693      9140
     7608      2844      2844
     7609      4628      4460
     7610      3037      2928
     7611     18357     19063
     7612     13741     13209
     7613      3926      3539
     7614      3447      3018
     7615     12146     11690
     7616      4480      4179
     7617     19122     17932
     7618      5684      4970
     7619     15456     14300
     7620      3726      3484
     7621     13088     12503
     7622      5452      5203
     7623      6133      5814
     7624     14635     13977
     7625      8031      7549
     7626     20098     18921
     7627     13603     13179
     7628      1594      1311
     7629      6946      6222
     7630      7608      7282
     7631     12954     12351
     7632     18376     19138
     7633      2430      2541
     7634      5145      4796
     7635     18021     17285
     7636      9283      8814
     7637      9439      9437
     7639      1193      1200
     7640      9020      8102
     7641      4872      4590
     7642      6612      6368
     7643      6826      5839
     7644     19421     16638
     7645     16698     17020
     7646     11818     11194
     7647      2072      1851
     7648     14740     13851
     7649      4452      4114
     7650      2362      2205
     7651     17753     16402
     7652      3614      3316
     7653      3237      2800
     7654      4361      4361
     7655     12187     11469
     7656      6139      5975
     7657      9782      8999
     7658      9731      8908
     7659      9711      9659
     7660      2483      2419
     7661      2389      2419
     7662      2473      2420
     7663      2865      2516
     7664      2086      1867
     7665      7457      7120
     7666      8353      8128
     7667      2872      2642
     7668      4714      4510
     7669      3344      3180
     7670     20422     19515
     7671      1701      1588
     7672     11616     10813
     7673      7391      7169
     7674      8480      7982
     7675     11039     10859
     7676     22917     21666
     7677      6974      6189
     7678      8801      8429
     7679      9097      8978
     7680     24653     23960
     7681      2247      2247
     7682     11806     11389
     7683      4851      4744
     7684      1498      1498
     7685      2636      2440
     7686      6324      6365
     7687      1693      1643
     7688      4732      4494
     7689     22049     21379
     7690      3877      3763
     7691      2394      2216
     7692      2448      2241
     7693     16767     15536
     7694      1530      1392
     7695      1476      1385
     7696      3391      3391
     7697     29180     28115
     7698     18505     17742
     7699     14057     13603
     7700     10991     11261
     7701     10139     10369
     7702      2748      2407
     7703      4178      3546
     7704      2318      2120
     7705      1509      1441
     7706     22932     22027
     7707     23618     22403
     7708     24439     23939
     7709     18478     18752
     7710      9217      8778
     7711      5407      5131
     7712      4548      4490
     7713     11037     11116
     7714      1623      1556
     7715     15050     14414
     7716     10521      9845
     7717     19669     19055
     7718      3075      2915
     7719      4940      4725
     7721     17428     16655
     7722      9075      7985
     7723     10293      9665
     7724      1396      1396
     7725     11858     11879
     7726      3179      3279
     7727     11829     11818
     7728      1173      1173
     7729      7255      7255
     7730      4795      4625
     7731     11784     10536
     7732      1274      1274
     7733     16407     15603
     7734     19796     19331
     7735      2742      2563
     7736     20172     18113
     7737      8653      8308
     7738     11649     11122
     7739      2183      2122
     7740     15314     15646
     7741      9828      9661
     7742     12400     11710
     7743     13255     12672
     7744      6931      5418
     7745     19193     18922
     7746      5807      5146
     7747      7548      7085
     7748     15770     15205
     7749     13114     12583
     7750      8543      8246
     7751     14990     13883
     7752      1083      1015
     7753      1333      1236
     7754      8054      7486
     7755     19664     19107
     7756      1424      1249
     7757      4041      3921
     7758      7729      6884
     7759      2392      2294
     7760      2368      2295
     7761      2363      2288
     7762      5834      5466
     7763      7723      7356
     7764      8629      8629
     7766      2305      2056
     7767      3185      3187
     7768     11798     11194
     7769      2826      2662
     7770      2764      2672
     7771      6522      5766
     7772      5240      4744
     7773      4956      4759
     7774     24687     23895
     7775      9700      9533
     7776     10458      9832
     7777     21432     19410
     7778     15352     14323
     7779     15247     14499
     7780      2267      2169
     7781      2247      2153
     7782      2266      2154
     7783      2236      2170
     7784      2253      2148
     7785      5350      4618
     7786      4240      3755
     7787      5242      4838
     7788     12115     11480
     7789     19868     19284
     7790     10677     10423
     7791      8294      7669
     7792      4956      4604
     7793      2293      2293
     7794      2683      2660
     7795     24148     22837
     7796      5631      5348
     7797      9735      9191
     7798     14499     12701
     7799     12215     11742
     7800     20306     19635
     7801     16535     16019
     7802     15307     14029
     7803      2943      2831
     7804     11473     10082
     7805     13328     12571
     7806      1825      1808
     7807      5038      4714
     7808      4144      3816
     7809     18452     17883
     7810      7370      6830
     7811     20757     20469
     7812     10450      9882
     7813     20695     18751
     7814      8373      7973
     7815     25165     23497
     7816      1288      1220
     7817      5432      5324
     7818     12672     11231
     7819     10232     10232
     7820     11770     11317
     7821      3091      2939
     7822     13870     14054
     7823      3557      3459
     7824     21999     21999
     7825      2265      2163
     7826      2310      2163
     7827      1699      1628
     7828      5744      5331
     7829      2914      2792
     7830      1467      1460
     7831      1893      1786
     7832      2433      2296
     7833      2181      2129
     7834     20060     19512
     7835      8138      7542
     7836     17863     17435
     7837     12362     11622
     7838     12488     11764
     7839      8697      8458
     7840     15052     14681
     7841     10890     10679
     7842      2290      2163
     7843     19057     18156
     7844      7759      7139
     7845      6843      6490
     7846     15136     14291
     7847      4119      3948
     7848      2837      2489
     7849      8974      8735
     7850     14556     14231
     7851      2013      2047
     7852      3541      3517
     7853      2310      2272
     7854     11024     10535
     7855     10704     10015
     7856     11074     10473
     7857     14989     14494
     7858     19466     18921
     7859     15889     16156
     7860      6436      6436
     7861      2757      2510
     7862      2933      2593
     7863      9101      8357
     7864      7728      6926
     7865     20653     19954
     7866      7849      7712
     7867      2802      2731
     7868      2819      2819
     7869      4412      4149
     7870     27073     24447
     7871      5946      5615
     7872     25169     24053
     7873      1925      1851
     7874     10305     10130
     7875      1459      1459
     7876      8755      9124
     7877      8884      8362
     7878     21542     20859
     7879      6041      5746
     7880      1057      1057
     7881      4568      4556
     7882      4241      3715
     7883      1208      1208
     7884     11935     11056
     7885     12278     11944
     7886      8536      8370
     7887      1059      1034
     7888      8958      8016
     7890     20932     19986
     7891     23430     23430
     7892      3519      3267
     7893     12660     13342
     7894     10536      9250
     7895      3846      3691
     7896      3861      3692
     7897      3505      3246
     7898     16508     15827
     7899     16916     15319
     7900      5031      5107
     7901     14856     14114
     7902      4420      4052
     7903     10749     10442
     7904     13695     12445
     7905      3466      3086
     7906     17024     17083
     7907     10091      9510
     7908     17161     16988
     7909      7321      6825
     7910     19876     19137
     7911     19169     18213
     7912      7605      6714
     7913      8132      7656
     7914     10970     10480
     7915     26292     25075
     7916     15878     15457
     7917      4058      3493
     7918     18286     17380
     7919     15378     14341
     7920      9593      9305
     7921     11704     11035
     7922      3387      3214
     7923     20899     20550
     7924      3952      3853
     7925      9565      9165
     7926     21143     19506
     7927     11381     10605
     7928     20392     19506
     7929      9285      9026
     7930     22432     19660
     7931     28122     26046
     7932     11547     11014
     7933     17032     16726
     7934      3483      3205
     7935     27352     25735
     7936     10432      9885
     7937     19298     17691
     7938     12316     12594
     7939      2888      3015
     7940      2693      2567
     7941      1567      1539
     7942      1576      1533
     7943      1590      1533
     7944      2003      2003
     7945     23358     23087
     7946      2914      2715
     7947      9079      8924
     7948     13354     12809
     7949     16309     14549
     7950      8676      8837
     7951     13300     12960
     7952      4529      4529
     7953      8580      8163
     7954      5160      5092
     7955      5861      5768
     7956     21287     20160
     7957      2812      2557
     7958     11083     10669
     7959     11475     10063
     7960      8450      7866
     7961     24371     23842
     7962      4736      4736
     7963      1670      1536
     7964     11793     11191
     7965      6768      6687
     7966     19558     18948
     7967     19016     19016
     7968     13812     13619
     7969      1127      1020
     7970      7613      7213
     7971     25001     23893
     7972      3492      3225
     7973      8108      7955
     7974      9529      8694
     7975     11227     10562
     7976      7801      7671
     7977     17671     16324
     7978      4202      4123
     7979      1767      1581
     7980      3064      3064
     7981     18999     18733
     7982      9240      8564
     7983      1940      1773
     7984      1732      1720
     7985      5994      5311
     7986      1184      1148
     7987      1166      1136
     7988      1152      1142
     7989      1139      1137
     7990      1159      1135
     7991      1157      1142
     7992      1143      1138
     7993     22129     18913
     7994      1853      1622
     7995      2660      2674
     7996      5310      4997
     7997     10382      9601
     7998      2413      2376
     7999      2502      2388
     8000      2461      2378
     8001      2419      2366
     8002      2483      2375
     8003     11787     11586
     8004      6312      6312
     8005      7551      7130
     8006     13105     12594
     8007     19024     18693
     8008      5196      5082
     8009      5323      5587
     8010      4913      4615
     8011     17637     16985
     8012      2146      1839
     8013     18953     17482
     8014      4527      4346
     8015      1457      1425
     8016     13626     12541
     8017      2480      2464
     8018     14541     13876
     8019     15552     15108
     8020     14185     14185
     8021     20469     20101
     8022      3494      3436
     8023      3501      3442
     8024      3622      3437
     8025      9844      9440
     8026     11129     10676
     8027      1096       990
     8028      3736      3433
     8029      8136      8454
     8030     14943     14692
     8031     10545     10239
     8032      2739      2728
     8033      2163      2106
     8034      2187      2117
     8035      2188      2118
     8036      6917      7004
     8037     12173     11925
     8038      5653      5021
     8039     16765     14950
     8040     15390     15929
     8041     12791     12948
     8042      1093       998
     8043      2300      2166
     8044      2239      2163
     8045      2280      2164
     8046      2231      2162
     8047      2494      2494
     8048      2540      2487
     8049      2423      2389
     8050      6718      6303
     8051     14594     13725
     8052     13930     13478
     8053     14199     13751
     8054      3635      3635
     8055     22102     21785
     8056      7836      7953
     8057     19259     18099
     8058      1849      1759
     8059      8951      8264
     8060      1320      1248
     8061      3902      3809
     8062     11069     10178
     8063      3356      3140
     8064      2484      2319
     8065     28392     26389
     8066      4142      4090
     8067      2056      1998
     8068     14025     14025
     8069      3605      3450
     8070     10149      8972
     8071      2242      2201
     8072      2231      2212
     8073      2225      2199
     8074     11447     10613
     8075     14613     14613
     8076     10909     10363
     8077     12850     12314
     8078     11407     11120
     8079     12168     11619
     8080      7739      7390
     8081      4590      4252
     8082      2416      2240
     8083      2279      2130
     8084      2716      2660
     8085      9216      8372
     8086     14731     13821
     8087      2497      2442
     8088      9764      8836
     8089     27536     26301
     8090     17271     16472
     8091      7289      6229
     8092      8057      7769
     8093      6885      6797
     8094      7843      7749
     8095     12826     12494
     8096      8919      8298
     8097      3517      3471
     8098      9107      8445
     8099      9632      8516
     8100     14829     13152
     8101     19456     18174
     8102     14598     14320
     8103      2681      2520
     8104     17585     16584
     8105      3856      3780
     8106      2702      2689
     8107     13855     13399
     8108      2849      2832
     8109     10555      9853
     8110      1522      1497
     8111      1544      1483
     8112      9567      9062
     8113     31982     31982
     8114     25506     24346
     8115      3718      3523
     8116      5190      5040
     8117      5122      5026
     8118      1500      1329
     8119      3556      3304
     8120      2851      2689
     8121      2690      2651
     8122      7801      7801
     8123     18192     17210
     8124      3315      3012
     8125      8460      8269
     8126      6980      6178
     8127      6737      6452
     8128      6188      5829
     8129      4430      4139
     8130     11935     10995
     8131      3304      3021
     8132     25702     24417
     8133     10498     10058
     8134     23486     22305
     8135      5847      5273
     8136     15058     14323
     8137      9319      8735
     8138      7053      6815
     8139      3405      3073
     8141      8021      8076
     8142      2646      2625
     8143      3461      3351
     8144      5242      5093
     8145      1692      1574
     8146      4771      4503
     8147      2245      2052
     8148     15665     15791
     8149      1861      1712
     8150      1958      1870
     8151      9773      9678
     8152      5855      5485
     8153      2489      2388
     8154     20966     19956
     8155     16580     15071
     8156      2041      1909
     8157      5862      5602
     8158     12268     11676
     8159     10114      9579
     8160      3133      3170
     8161     20736     19574
     8162     10322      9826
     8163      7049      6558
     8164      1886      1795
     8165      6833      6833
     8166      4672      4552
     8168      4141      4029
     8169      6166      5961
     8170     25871     24433
     8171     12024     11278
     8172      2982      2982
     8173     15612     14859
     8174      4560      4063
     8175      2690      2457
     8176      7770      7192
     8177      1525      1526
     8178      7205      7205
     8179     11030     11030
     8180     10906     10429
     8181      7188      6932
     8182      4669      4233
     8183      4736      4736
     8184      8254      7829
     8185      9015      8710
     8186      5046      4959
     8187      4896      4676
     8188      5709      5460
     8189      9639      8496
     8190      4602      4472
     8191      5262      5417
     8192      8788      8411
     8193     10701     10133
     8194      4286      4095
     8195      4219      4095
     8196      4452      4104
     8197      4251      4062
     8198      3980      3627
     8199      2706      2710
     8200     21983     21053
     8201      6449      5995
     8202      4189      4006
     8203     10921      9807
     8204      7590      7043
     8205     12958     12346
     8206      2664      2508
     8207      7440      6759
     8208      2282      2021
     8209      8414      8168
     8210      4951      4786
     8211      4605      4303
     8212     14120     13487
     8213      9365      9563
     8214     12808     12105
     8215      1428      1428
     8216     10691      9604
     8217     15217     14141
     8218     13012     13408
     8219      2114      2078
     8220     19232     17331
     8221     10382      9205
     8222      5050      5067
     8223     23702     20563
     8224      4969      4642
     8225     10427     10268
     8226      3861      3266
     8227     16514     15017
     8228      3228      3015
     8229     18960     18297
     8230     13304     12495
     8231     18397     18450
     8232     10544      9745
     8233     18063     17565
     8234     10396     10141
     8235      5530      5082
     8236      8562      8336
     8237     12253     12101
     8238      4090      4090
     8239     14615     13630
     8240      5163      4983
     8241      9324      8731
     8242      2903      2744
     8243      4809      4406
     8244      1600      1544
     8245      1523      1507
     8246      1516      1498
     8247      1470      1498
     8248     17636     16857
     8249     12491     12236
     8250     15071     14493
     8251      8499      7255
     8252      2634      2482
     8253      3206      3037
     8254      2791      2418
     8255     12445     13065
     8256      9913     10047
     8257      2326      2089
     8258     12821     12447
     8259      8893      8758
     8260     13844     13677
     8261     10054      9614
     8262      7932      7045
     8263      8204      7854
     8264      8793      8390
     8265      4489      4137
     8266      3615      3615
     8267      4411      4151
     8268      2953      2760
     8269      4157      3662
     8270     11386     10822
     8271     14836     13663
     8272     19681     18440
     8273     25575     24153
     8274      8804      8002
     8275     10994     10439
     8276      5485      5010
     8277     17990     18200
     8278     30651     27818
     8279      7298      6881
     8280      7614      7326
     8281      2302      2195
     8282      3310      3081
     8283      8717      8135
     8284      5090      4784
     8285      8663      8022
     8286     23580     23397
     8287      1559      1494
     8288      1608      1493
     8289     16199     14269
     8290     15354     15734
     8291      3802      3609
     8292      3240      3017
     8293     23590     22892
     8294      1624      1448
     8295     10331     10105
     8296      5997      5615
     8297      5115      4698
     8298      1393      1332
     8299     10904     10253
     8300     22255     21329
     8301      2835      2460
     8302     19281     17917
     8303     17695     17113
     8304     19732     17664
     8305     10910     10748
     8306      5325      5220
     8307      1854      1744
     8308      5323      4795
     8309      2948      2948
     8310      1377      1383
     8311      2412      2403
     8312      2915      2915
     8313      2408      2396
     8314      2411      2396
     8315      2371      2400
     8316     16055     15278
     8317     12755     10904
     8318      2991      2819
     8319     20361     19320
     8320     11172     10638
     8321      1717      1612
     8322      3229      3039
     8323      5860      5114
     8324      3520      3179
     8325     14135     13571
     8326      1375      1292
     8327     20726     19196
     8328     18756     18210
     8329     18050     17346
     8330     19388     18471
     8331      8256      8114
     8332      4924      4582
     8333      7383      6926
     8334      5082      5135
     8335     22237     20519
     8336      2429      2334
     8337      2476      2351
     8338     11163     10877
     8339     12478     11839
     8340      3262      3222
     8341      3059      3059
     8342      6752      5773
     8343     10988     10564
     8344      6696      5888
     8345      3856      3620
     8346      9968      9999
     8347     13827     14103
     8348      7961      7481
     8349      6614      6406
     8350      3708      3484
     8351     10121      9803
     8352     14041     13231
     8353      9373      8044
     8354      6241      6404
     8355     10764     10764
     8356     13768     13092
     8357      2620      2518
     8358      6334      5953
     8359     10676      9695
     8360      2754      2402
     8362      8341      8061
     8363     12671     12366
     8364      1549      1304
     8365     11746     11351
     8366      1127      1127
     8367      5216      5154
     8368     14640     14341
     8369     13945     13298
     8370     12705     12671
     8371     13417     11837
     8372      4299      4434
     8373      5432      4804
     8374      9439      8965
     8375     22366     21707
     8376     24042     25065
     8377      8549      8712
     8379      3907      3789
     8380     21759     21741
     8381      4226      3943
     8382     27041     25687
     8383     12353     11834
     8384     19954     19166
     8385     18371     17794
     8386      2810      2662
     8387      3160      3040
     8388     18448     17858
     8389      1574      1550
     8390      7427      7111
     8391      1814      1587
     8392      6222      5873
     8393     13349     12839
     8394      1890      1773
     8395      3551      3354
     8396     12093     11767
     8397      2363      2306
     8398     25637     25133
     8399     14998     14728
     8400     28512     27040
     8401      1520      1447
     8402     18528     18129
     8403     16638     16638
     8404      4501      4319
     8405      5381      5180
     8406     21768     20227
     8407     13181     12534
     8408     10271     10402
     8409      6279      5832
     8410      8897      8466
     8411      9042      8666
     8412      2270      2032
     8413     10375      9766
     8414     14615     13868
     8415     11409     11026
     8416     14632     14447
     8417      4451      4326
     8418      4385      4308
     8419      3977      3940
     8420     23379     21726
     8421      3227      3055
     8422      7838      7111
     8423     10845     10201
     8424     13484     13008
     8425      8143      7077
     8426     12380     10963
     8427     24462     21656
     8428      5264      5003
     8429     11870     11526
     8430     14744     14766
     8431      4115      3849
     8432      7491      6919
     8433      5915      5318
     8434     12384     11723
     8435      7600      7412
     8436     15145     14727
     8437      2178      2095
     8438      2232      2100
     8439      2172      2107
     8440      2210      2107
     8441      2188      2109
     8442      5617      5186
     8443      4283      3986
     8445      8900      8518
     8446     16764     15585
     8447      7104      6952
     8448     15599     15327
     8449      4701      4625
     8450      8428      8319
     8451      2686      2449
     8452     24517     23353
     8453     27507     25066
     8454      2806      2726
     8455      5939      6073
     8456      1578      1405
     8457      1889      1823
     8458      1926      1833
     8459      1883      1828
     8460      1580      1428
     8461      3546      3371
     8462     10198      9729
     8463     12688     11458
     8464      1671      1612
     8465     16821     17309
     8466     10874     10757
     8467      3755      3602
     8468     11069     10098
     8469     14870     14504
     8470     18242     17400
     8471      4376      4376
     8472      8613      8061
     8473      3764      3585
     8474      7091      7027
     8475      2629      2457
     8476      6539      6580
     8477      8144      7609
     8478      8332      7648
     8479      8120      7856
     8480     19795     19161
     8481      1160      1094
     8482      1622      1513
     8483      4099      3724
     8484      2464      2233
     8485      2034      1807
     8486      4635      4274
     8487      9120      7920
     8488      3579      3142
     8489     15149     14233
     8490     11387     10582
     8491      6457      5392
     8492     22670     21524
     8493     11902     11489
     8494      6949      6459
     8495      8992      7762
     8496      1466      1429
     8497     12151     11736
     8498     19812     18724
     8499     18216     17221
     8500     15699     15187
     8501      2617      2403
     8502      2913      2490
     8503      2753      2554
     8504      1792      1792
     8505     11845     11112
     8506     15995     15464
     8507     14122     12553
     8508      1011      1011
     8509     14095     13362
     8510     21784     21861
     8511      2533      2458
     8512      2787      2564
     8513     19474     19011
     8514     18069     17705
     8515     12842     12462
     8516     21159     20497
     8517      2378      2236
     8518      2407      2232
     8519      7409      6682
     8520      7199      6800
     8521      2972      2972
     8522      6629      6393
     8523     18672     18437
     8524      8089      7300
     8525      8567      7982
     8526      7767      8052
     8527      9135      8261
     8528      8702      8349
     8529     10440     10273
     8530      4054      3961
     8531      4671      4545
     8532     12230     12230
     8533      4342      4235
     8534     23819     21184
     8535     11442     10938
     8536     11139     11139
     8537      9419      8889
     8538     23638     22526
     8539      5289      5020
     8540     14666     14518
     8541      6614      6310
     8542     13764     13216
     8543      1500      1404
     8544      1497      1414
     8545      1479      1361
     8546      1513      1418
     8547     20572     19701
     8548      2148      2134
     8549      4436      4170
     8550      7828      7412
     8551     17765     16123
     8552     16712     16070
     8553     17189     17189
     8554      3326      3095
     8555      6053      5610
     8556     10243     10551
     8557      9084      9487
     8558     15320     15041
     8559      4993      4455
     8560      4992      4449
     8561      6413      6018
     8562     10854     10698
     8563      5849      5612
     8564     14715     14135
     8565     10004      9586
     8566      2457      2255
     8567     12860     12757
     8568      2853      2770
     8569     16961     15816
     8570     19118     18390
     8571     19240     17620
     8572     18884     18610
     8573     14707     13985
     8574      4023      4023
     8575     19419     18636
     8576     12211     10731
     8577      7824      7752
     8578     24526     23627
     8580      1945      1945
     8581      7902      7170
     8582     19865     18602
     8583      5697      5557
     8584      3383      3271
     8585     10657      9661
     8586      4937      4684
     8587      4657      4609
     8588     14940     15294
     8589      2653      2364
     8590     20466     19782
     8591      1747      1725
     8592     19721     18103
     8593      3780      3632
     8594      7068      6592
     8595     36039     34365
     8596      6041      6322
     8597     11119     10679
     8598      5130      5143
     8599     15749     15022
     8600      7273      6934
     8601     18867     16937
     8602      3333      3333
     8603      1590      1606
     8604      1540      1624
     8605     22836     21296
     8606      2935      2976
     8607      3742      3669
     8608      1046      1006
     8609      3786      3786
     8610      5303      4928
     8611     16532     14928
     8612     16189     15985
     8613      9380      8844
     8614      4815      4644
     8615     14431     15002
     8616      3420      3255
     8617     10384     10452
     8618     21975     21577
     8619      5152      4717
     8620      3470      3370
     8621      8574      8574
     8622      2588      2588
     8623      5813      5198
     8624     21230     21493
     8625     13294     13326
     8626      4737      4341
     8627      3705      3638
     8628     14046     13676
     8629      7331      7094
     8630      7473      7277
     8631      2527      2363
     8632     15803     15487
     8633      9225      8648
     8634      8250      7810
     8635      9434      9410
     8636      9063      8758
     8637      3803      3450
     8638     22271     21525
     8639     12030     10835
     8640     11430     10736
     8641      7081      6824
     8642      6985      6445
     8643     27909     26699
     8644     15635     14507
     8645      5458      5150
     8646      5273      5048
     8647      7105      6745
     8648      6193      5770
     8649     13934     13149
     8650     14959     14142
     8651     20294     19558
     8652      1028       987
     8653      5003      4750
     8654      3373      3239
     8655      5002      4731
     8656     10898      9969
     8658     10761     10371
     8659      8835      8622
     8660     14993     14590
     8661      2985      2865
     8662      2926      2859
     8663     11344     11002
     8664     20910     20910
     8665      6675      6179
     8666     19435     19351
     8667      2004      1967
     8668      7655      7062
     8669      3457      3236
     8670      1413      1413
     8671      7396      7131
     8672      7363      6546
     8673      8555      7327
     8674      9931      9356
     8675     14424     13684
     8676      4148      3930
     8677     19778     17327
     8678     13802     12607
     8679      2458      2356
     8680     15035     14751
     8681     13297     11936
     8682     13721     14175
     8683      8749      8515
     8684     10490      9190
     8685      2835      2743
     8686     12938     12257
     8687      9058      8689
     8688      8102      7624
     8689     12057     11792
     8690      5806      5532
     8691      7183      6903
     8692      7161      7031
     8693      6697      6330
     8694      2190      2033
     8695      2411      2411
     8696      4085      3894
     8697      2051      1840
     8698      8194      7796
     8699      6846      6599
     8700      9301      8956
     8701      2082      1835
     8702     10876     10194
     8703      2821      2405
     8704     27056     24559
     8705      4810      4373
     8706      6052      5528
     8707      5903      5582
     8708      4330      3917
     8709     10615      9988
     8710      3393      3176
     8711     10745      9784
     8712      4187      4187
     8713      3922      3922
     8714     15432     14581
     8715      7141      6432
     8716      6147      5720
     8717      8007      7361
     8718     11469     11884
     8719     12277     11389
     8720     17263     16638
     8721      2280      2213
     8722      7499      6871
     8723      2209      2094
     8724      2030      1985
     8725     10432     10195
     8726      3950      3495
     8727      6668      6445
     8728      6278      6040
     8729     24624     20308
     8730     14205     13066
     8731      3793      3793
     8733     13922     11958
     8734      2296      2296
     8735     12180     11470
     8736      3159      2865
     8737      7372      7071
     8738      9768      9502
     8739      4213      4278
     8740     19508     18805
     8741     12912     12178
     8742      1441      1441
     8743      5841      5774
     8744      2215      2120
     8745     14516     13121
     8746     16770     15269
     8747     13999     14050
     8748     15946     14225
     8749      1740      1685
     8750      1757      1687
     8751      6538      6042
     8752      1140      1120
     8753      5153      4552
     8754     11617     11296
     8755      6793      6711
     8756      4635      4856
     8757     17931     16755
     8758     17421     17275
     8759      3907      3697
     8760     27159     26099
     8761     21816     20956
     8762     11321     11039
